,cfg_id,class_name,label,num_nodes
961,961,961,1,102
962,962,962,0,35
963,963,963,1,70
964,964,964,1,93
965,965,965,1,53
966,966,966,1,67
967,967,967,0,77
968,968,968,1,41
969,969,969,0,20
970,970,970,1,247
971,971,971,1,20
972,972,972,0,32
973,973,973,1,65
974,974,974,0,21
975,975,975,1,68
976,976,976,1,47
977,977,977,0,29
978,978,978,1,26
979,979,979,0,108
980,980,980,1,157
981,981,981,1,60
982,982,982,1,111
983,983,983,1,56
984,984,984,0,85
985,985,985,0,31
986,986,986,1,95
987,987,987,0,159
988,988,988,1,62
989,989,989,0,34
990,990,990,0,201
991,991,991,0,20
992,992,992,1,189
993,993,993,0,104
994,994,994,1,26
995,995,995,0,62
996,996,996,1,73
997,997,997,1,33
998,998,998,0,24
999,999,999,0,38
1000,1000,1000,0,87
1001,1001,1001,0,64
1002,1002,1002,0,21
1003,1003,1003,0,39
1004,1004,1004,1,56
1005,1005,1005,1,188
1006,1006,1006,0,59
1007,1007,1007,1,78
1008,1008,1008,0,111
1009,1009,1009,1,34
1010,1010,1010,1,132
1011,1011,1011,0,39
1012,1012,1012,1,146
1013,1013,1013,1,30
1014,1014,1014,1,27
1015,1015,1015,1,55
1016,1016,1016,0,158
1017,1017,1017,0,92
1018,1018,1018,0,31
1019,1019,1019,1,87
1020,1020,1020,0,67
1021,1021,1021,0,27
1022,1022,1022,1,37
1023,1023,1023,0,58
1024,1024,1024,0,41
1025,1025,1025,0,143
1026,1026,1026,1,36
1027,1027,1027,1,43
1028,1028,1028,1,77
1029,1029,1029,1,185
1030,1030,1030,1,38
1031,1031,1031,1,24
1032,1032,1032,0,44
1033,1033,1033,1,297
1034,1034,1034,0,70
1035,1035,1035,1,68
1036,1036,1036,0,28
1037,1037,1037,0,66
1038,1038,1038,0,40
1039,1039,1039,1,19
1040,1040,1040,0,35
1041,1041,1041,0,26
1042,1042,1042,1,32
1043,1043,1043,0,33
1044,1044,1044,0,59
1045,1045,1045,0,652
1046,1046,1046,0,19
1047,1047,1047,0,725
1048,1048,1048,0,160
1049,1049,1049,1,26
1050,1050,1050,0,101
1051,1051,1051,1,11
1052,1052,1052,1,66
1053,1053,1053,1,116
1054,1054,1054,1,367
1055,1055,1055,0,411
1056,1056,1056,0,57
1057,1057,1057,0,71
1058,1058,1058,1,42
1059,1059,1059,1,82
1060,1060,1060,1,51
1061,1061,1061,0,34
1062,1062,1062,0,38
1063,1063,1063,0,17
1064,1064,1064,1,39
1065,1065,1065,0,22
1066,1066,1066,0,545
1067,1067,1067,1,92
1068,1068,1068,0,87
1069,1069,1069,1,31
1070,1070,1070,1,43
1071,1071,1071,0,18
1072,1072,1072,1,95
1073,1073,1073,0,13
1074,1074,1074,1,21
1075,1075,1075,1,35
1076,1076,1076,0,40
1077,1077,1077,0,18
1078,1078,1078,0,94
1079,1079,1079,0,75
1080,1080,1080,0,69
1081,1081,1081,1,38
1082,1082,1082,1,13
1083,1083,1083,1,62
1084,1084,1084,0,121
1085,1085,1085,0,74
1086,1086,1086,1,210
1087,1087,1087,0,29
1088,1088,1088,1,60
1089,1089,1089,0,52
1090,1090,1090,1,27
1091,1091,1091,1,41
1092,1092,1092,1,29
1093,1093,1093,0,330
1094,1094,1094,0,39
1095,1095,1095,0,198
1096,1096,1096,0,19
1097,1097,1097,1,122
1098,1098,1098,1,68
1099,1099,1099,0,29
1100,1100,1100,0,46
1101,1101,1101,1,145
1102,1102,1102,0,161
1103,1103,1103,0,30
1104,1104,1104,0,33
1105,1105,1105,0,122
1106,1106,1106,0,15
1107,1107,1107,0,60
1108,1108,1108,1,25
1109,1109,1109,0,97
1110,1110,1110,1,27
1111,1111,1111,0,35
1112,1112,1112,0,16
1113,1113,1113,0,320
1114,1114,1114,1,147
1115,1115,1115,0,20
1116,1116,1116,1,75
1117,1117,1117,0,166
1118,1118,1118,1,32
1119,1119,1119,0,50
1120,1120,1120,0,156
1121,1121,1121,0,28
1122,1122,1122,0,58
1123,1123,1123,1,25
1124,1124,1124,1,89
1125,1125,1125,1,43
1126,1126,1126,1,52
1127,1127,1127,0,69
1128,1128,1128,0,27
1129,1129,1129,0,221
1130,1130,1130,1,33
1131,1131,1131,0,30
1132,1132,1132,1,159
1133,1133,1133,1,308
1134,1134,1134,0,31
1135,1135,1135,0,856
1136,1136,1136,0,33
1137,1137,1137,1,26
1138,1138,1138,1,18
1139,1139,1139,0,92
1140,1140,1140,1,42
1141,1141,1141,0,53
1142,1142,1142,1,13
1143,1143,1143,0,124
1144,1144,1144,0,25
1145,1145,1145,0,94
1146,1146,1146,1,122
1147,1147,1147,0,20
1148,1148,1148,1,226
1149,1149,1149,0,187
1150,1150,1150,0,230
1151,1151,1151,0,35
1152,1152,1152,1,59
1153,1153,1153,1,65
1154,1154,1154,1,105
1155,1155,1155,1,44
1156,1156,1156,1,1032
1157,1157,1157,0,193
1158,1158,1158,1,33
1159,1159,1159,1,115
1160,1160,1160,0,24
1161,1161,1161,1,52
1162,1162,1162,0,61
1163,1163,1163,1,266
1164,1164,1164,1,45
1165,1165,1165,0,50
1166,1166,1166,1,24
1167,1167,1167,0,44
1168,1168,1168,0,34
1169,1169,1169,0,82
1170,1170,1170,1,251
1171,1171,1171,0,56
1172,1172,1172,0,58
1173,1173,1173,0,41
1174,1174,1174,0,36
1175,1175,1175,1,123
1176,1176,1176,0,80
1177,1177,1177,0,42
1178,1178,1178,1,20
1179,1179,1179,0,87
1180,1180,1180,1,40
1181,1181,1181,0,49
1182,1182,1182,0,92
1183,1183,1183,0,41
1184,1184,1184,1,91
1185,1185,1185,1,25
1186,1186,1186,0,52
1187,1187,1187,1,117
1188,1188,1188,0,199
1189,1189,1189,0,48
1190,1190,1190,0,68
1191,1191,1191,1,14
1192,1192,1192,1,34
1193,1193,1193,0,65
1194,1194,1194,1,41
1195,1195,1195,0,58
1196,1196,1196,0,92
1197,1197,1197,1,55
1198,1198,1198,1,190
1199,1199,1199,0,192
1200,1200,1200,0,134
1201,1201,1201,0,85
1202,1202,1202,0,23
1203,1203,1203,1,50
1204,1204,1204,1,64
1205,1205,1205,0,38
1206,1206,1206,1,20
1207,1207,1207,0,409
1208,1208,1208,1,91
1209,1209,1209,1,24
1210,1210,1210,0,20
1211,1211,1211,0,129
1212,1212,1212,0,298
1213,1213,1213,1,60
1214,1214,1214,1,46
1215,1215,1215,1,201
1216,1216,1216,0,65
1217,1217,1217,1,130
1218,1218,1218,1,20
1219,1219,1219,0,48
1220,1220,1220,1,92
1221,1221,1221,1,43
1222,1222,1222,0,95
1223,1223,1223,0,40
1224,1224,1224,0,27
1225,1225,1225,1,100
1226,1226,1226,0,69
1227,1227,1227,1,171
1228,1228,1228,1,118
1229,1229,1229,0,205
1230,1230,1230,0,51
1231,1231,1231,1,47
1232,1232,1232,0,26
1233,1233,1233,0,15
1234,1234,1234,1,40
1235,1235,1235,0,23
1236,1236,1236,1,34
1237,1237,1237,1,94
1238,1238,1238,1,31
1239,1239,1239,0,42
1240,1240,1240,1,110
1241,1241,1241,1,72
1242,1242,1242,0,37
1243,1243,1243,0,100
1244,1244,1244,0,83
1245,1245,1245,0,40
1246,1246,1246,1,40
1247,1247,1247,1,80
1248,1248,1248,0,40
1249,1249,1249,1,52
1250,1250,1250,0,31
1251,1251,1251,0,41
1252,1252,1252,1,24
1253,1253,1253,1,63
1254,1254,1254,0,32
1255,1255,1255,1,112
1256,1256,1256,0,139
1257,1257,1257,1,43
1258,1258,1258,1,40
1259,1259,1259,1,50
1260,1260,1260,0,67
1261,1261,1261,0,66
1262,1262,1262,0,1235
1263,1263,1263,1,283
1264,1264,1264,1,52
1265,1265,1265,1,13
1266,1266,1266,1,63
1267,1267,1267,1,104
1268,1268,1268,1,162
1269,1269,1269,0,58
1270,1270,1270,0,45
1271,1271,1271,1,52
1272,1272,1272,1,31
1273,1273,1273,0,253
1274,1274,1274,0,15
1275,1275,1275,1,125
1276,1276,1276,1,30
1277,1277,1277,1,27
1278,1278,1278,1,31
1279,1279,1279,0,87
1280,1280,1280,1,23
1281,1281,1281,1,68
1282,1282,1282,0,33
1283,1283,1283,0,30
1284,1284,1284,1,105
1285,1285,1285,1,83
1286,1286,1286,0,74
1287,1287,1287,1,22
1288,1288,1288,0,864
1289,1289,1289,0,36
1290,1290,1290,1,168
1291,1291,1291,1,61
1292,1292,1292,1,142
1293,1293,1293,1,110
1294,1294,1294,1,510
1295,1295,1295,0,29
1296,1296,1296,1,22
1297,1297,1297,0,51
1298,1298,1298,1,27
1299,1299,1299,0,43
1300,1300,1300,1,51
1301,1301,1301,0,87
1302,1302,1302,1,78
1303,1303,1303,1,64
